"Muestra" "Descripcion" "Anio" "TipoAccidente" "Cantidad"
"2209" "Comunal" "VALLENAR" 2010 "Choque" 79
"2210" "Comunal" "VALLENAR" 2011 "Choque" 73
"2211" "Comunal" "ALTO DEL CARMEN" 2010 "Choque" 4
"2212" "Comunal" "ALTO DEL CARMEN" 2011 "Choque" 5
"2213" "Comunal" "FREIRINA" 2010 "Choque" 5
"2214" "Comunal" "FREIRINA" 2011 "Choque" 3
"2215" "Comunal" "HUASCO" 2010 "Choque" 8
"2216" "Comunal" "HUASCO" 2011 "Choque" 10
"2217" "Regional" "IV Región de Coquimbo" 2010 "Choque" 560
"2218" "Regional" "IV Región de Coquimbo" 2011 "Choque" 790
"2219" "Comunal" "LA SERENA" 2010 "Choque" 317
"2220" "Comunal" "LA SERENA" 2011 "Choque" 486
"2221" "Comunal" "COQUIMBO" 2010 "Choque" 109
"2222" "Comunal" "COQUIMBO" 2011 "Choque" 88
"2223" "Comunal" "ANDACOLLO" 2010 "Choque" 3
"2224" "Comunal" "ANDACOLLO" 2011 "Choque" 2
"2225" "Comunal" "LA HIGUERA" 2010 "Choque" 1
"2226" "Comunal" "LA HIGUERA" 2011 "Choque" 7
"2227" "Comunal" "PAIGUANO" 2010 "Choque" 1
"2228" "Comunal" "PAIGUANO" 2011 "Choque" 9
"2229" "Comunal" "VICUNA" 2010 "Choque" 14
"2230" "Comunal" "VICUNA" 2011 "Choque" 26
"2231" "Comunal" "ILLAPEL" 2010 "Choque" 32
"2232" "Comunal" "ILLAPEL" 2011 "Choque" 3
"2233" "Comunal" "CANELA" 2010 "Choque" 10
"2234" "Comunal" "CANELA" 2011 "Choque" 26
"2235" "Comunal" "LOS VILOS" 2010 "Choque" 17
"2236" "Comunal" "LOS VILOS" 2011 "Choque" 23
"2237" "Comunal" "SALAMANCA" 2010 "Choque" 1
"2238" "Comunal" "SALAMANCA" 2011 "Choque" 2
"2239" "Comunal" "OVALLE" 2010 "Choque" 44
"2240" "Comunal" "OVALLE" 2011 "Choque" 104
"2241" "Comunal" "COMBARBALA" 2010 "Choque" 2
"2242" "Comunal" "COMBARBALA" 2011 "Choque" 5
"2243" "Comunal" "MONTE PATRIA" 2010 "Choque" 7
"2244" "Comunal" "MONTE PATRIA" 2011 "Choque" 7
"2245" "Comunal" "PUNITAQUI" 2010 "Choque" 1
"2246" "Comunal" "PUNITAQUI" 2011 "Choque" 2
"2247" "Comunal" "RIO HURTADO" 2010 "Choque" 1
"2248" "Comunal" "RIO HURTADO" 2011 "Choque" 0
"2249" "Regional" "V Región de Valparaíso" 2010 "Choque" 2301
"2250" "Regional" "V Región de Valparaíso" 2011 "Choque" 2474
"2251" "Comunal" "VALPARAISO" 2010 "Choque" 499
"2252" "Comunal" "VALPARAISO" 2011 "Choque" 506
"2253" "Comunal" "CASABLANCA" 2010 "Choque" 82
"2254" "Comunal" "CASABLANCA" 2011 "Choque" 54
"2255" "Comunal" "CONCON" 2010 "Choque" 62
"2256" "Comunal" "CONCON" 2011 "Choque" 72
"2257" "Comunal" "PUCHUNCAVI" 2010 "Choque" 19
"2258" "Comunal" "PUCHUNCAVI" 2011 "Choque" 25
"2259" "Comunal" "QUILPUE" 2010 "Choque" 183
"2260" "Comunal" "QUILPUE" 2011 "Choque" 381
"2261" "Comunal" "QUINTERO" 2010 "Choque" 16
"2262" "Comunal" "QUINTERO" 2011 "Choque" 32
"2263" "Comunal" "VILLA ALEMANA" 2010 "Choque" 134
"2264" "Comunal" "VILLA ALEMANA" 2011 "Choque" 118
"2265" "Comunal" "VINA DEL MAR" 2010 "Choque" 278
"2266" "Comunal" "VINA DEL MAR" 2011 "Choque" 178
"2267" "Comunal" "ISLA DE PASCUA" 2010 "Choque" 7
"2268" "Comunal" "ISLA DE PASCUA" 2011 "Choque" 10
"2269" "Comunal" "LOS ANDES" 2010 "Choque" 146
"2270" "Comunal" "LOS ANDES" 2011 "Choque" 119
"2271" "Comunal" "CALLE LARGA" 2010 "Choque" 29
"2272" "Comunal" "CALLE LARGA" 2011 "Choque" 22
"2273" "Comunal" "RINCONADA" 2010 "Choque" 2
"2274" "Comunal" "RINCONADA" 2011 "Choque" 9
"2275" "Comunal" "SAN ESTEBAN" 2010 "Choque" 24
"2276" "Comunal" "SAN ESTEBAN" 2011 "Choque" 18
"2277" "Comunal" "LA LIGUA" 2010 "Choque" 24
"2278" "Comunal" "LA LIGUA" 2011 "Choque" 22
"2279" "Comunal" "CABILDO" 2010 "Choque" 15
"2280" "Comunal" "CABILDO" 2011 "Choque" 6
"2281" "Comunal" "PAPUDO" 2010 "Choque" 8
"2282" "Comunal" "PAPUDO" 2011 "Choque" 6
"2283" "Comunal" "PETORCA" 2010 "Choque" 6
"2284" "Comunal" "PETORCA" 2011 "Choque" 5
"2285" "Comunal" "ZAPALLAR" 2010 "Choque" 15
"2286" "Comunal" "ZAPALLAR" 2011 "Choque" 12
"2287" "Comunal" "QUILLOTA" 2010 "Choque" 50
"2288" "Comunal" "QUILLOTA" 2011 "Choque" 81
"2289" "Comunal" "CALERA" 2010 "Choque" 77
"2290" "Comunal" "CALERA" 2011 "Choque" 107
"2291" "Comunal" "HIJUELAS" 2010 "Choque" 27
"2292" "Comunal" "HIJUELAS" 2011 "Choque" 36
"2293" "Comunal" "LA CRUZ" 2010 "Choque" 8
"2294" "Comunal" "LA CRUZ" 2011 "Choque" 9
"2295" "Comunal" "LIMACHE" 2010 "Choque" 112
"2296" "Comunal" "LIMACHE" 2011 "Choque" 103
"2297" "Comunal" "NOGALES" 2010 "Choque" 19
"2298" "Comunal" "NOGALES" 2011 "Choque" 35
"2299" "Comunal" "OLMUE" 2010 "Choque" 31
"2300" "Comunal" "OLMUE" 2011 "Choque" 48
"2301" "Comunal" "SAN ANTONIO" 2010 "Choque" 281
"2302" "Comunal" "SAN ANTONIO" 2011 "Choque" 270
"2303" "Comunal" "ALGARROBO" 2010 "Choque" 21
"2304" "Comunal" "ALGARROBO" 2011 "Choque" 29
"2305" "Comunal" "CARTAGENA" 2010 "Choque" 20
"2306" "Comunal" "CARTAGENA" 2011 "Choque" 22
"2307" "Comunal" "EL QUISCO" 2010 "Choque" 0
"2308" "Comunal" "EL QUISCO" 2011 "Choque" 0
"2309" "Comunal" "EL TABO" 2010 "Choque" 4
"2310" "Comunal" "EL TABO" 2011 "Choque" 5
"2311" "Comunal" "SANTO DOMINGO" 2010 "Choque" 4
"2312" "Comunal" "SANTO DOMINGO" 2011 "Choque" 16
"2313" "Comunal" "SAN FELIPE" 2010 "Choque" 50
"2314" "Comunal" "SAN FELIPE" 2011 "Choque" 56
"2315" "Comunal" "CATEMU" 2010 "Choque" 2
"2316" "Comunal" "CATEMU" 2011 "Choque" 6
"2317" "Comunal" "LLAILLAY" 2010 "Choque" 20
"2318" "Comunal" "LLAILLAY" 2011 "Choque" 33
"2319" "Comunal" "PANQUEHUE" 2010 "Choque" 9
"2320" "Comunal" "PANQUEHUE" 2011 "Choque" 6
"2321" "Comunal" "PUTAENDO" 2010 "Choque" 10
"2322" "Comunal" "PUTAENDO" 2011 "Choque" 3
"2323" "Comunal" "SANTA MARIA" 2010 "Choque" 7
"2324" "Comunal" "SANTA MARIA" 2011 "Choque" 14
"2325" "Regional" "VI Región del Lib. Bdo. O´Higgins" 2010 "Choque" 1026
"2326" "Regional" "VI Región del Lib. Bdo. O´Higgins" 2011 "Choque" 1022
"2327" "Comunal" "RANCAGUA" 2010 "Choque" 641
"2328" "Comunal" "RANCAGUA" 2011 "Choque" 601
"2329" "Comunal" "CODEGUA" 2010 "Choque" 2
"2330" "Comunal" "CODEGUA" 2011 "Choque" 3
"2331" "Comunal" "COINCO" 2010 "Choque" 4
"2332" "Comunal" "COINCO" 2011 "Choque" 7
"2333" "Comunal" "COLTAUCO" 2010 "Choque" 0
"2334" "Comunal" "COLTAUCO" 2011 "Choque" 2
"2335" "Comunal" "DONIHUE" 2010 "Choque" 2
"2336" "Comunal" "DONIHUE" 2011 "Choque" 1
"2337" "Comunal" "GRANEROS" 2010 "Choque" 42
"2338" "Comunal" "GRANEROS" 2011 "Choque" 20
"2339" "Comunal" "LAS CABRAS" 2010 "Choque" 16
"2340" "Comunal" "LAS CABRAS" 2011 "Choque" 27
"2341" "Comunal" "MACHALI" 2010 "Choque" 55
"2342" "Comunal" "MACHALI" 2011 "Choque" 33
"2343" "Comunal" "MALLOA" 2010 "Choque" 13
"2344" "Comunal" "MALLOA" 2011 "Choque" 8
"2345" "Comunal" "MOSTAZAL" 2010 "Choque" 1
"2346" "Comunal" "MOSTAZAL" 2011 "Choque" 13
"2347" "Comunal" "OLIVAR" 2010 "Choque" 11
"2348" "Comunal" "OLIVAR" 2011 "Choque" 12
"2349" "Comunal" "PEUMO" 2010 "Choque" 9
"2350" "Comunal" "PEUMO" 2011 "Choque" 11
"2351" "Comunal" "PICHIDEGUA" 2010 "Choque" 3
"2352" "Comunal" "PICHIDEGUA" 2011 "Choque" 6
"2353" "Comunal" "QUINTA DE TILCOCO" 2010 "Choque" 6
"2354" "Comunal" "QUINTA DE TILCOCO" 2011 "Choque" 11
"2355" "Comunal" "RENGO" 2010 "Choque" 32
"2356" "Comunal" "RENGO" 2011 "Choque" 73
"2357" "Comunal" "REQUINOA" 2010 "Choque" 15
"2358" "Comunal" "REQUINOA" 2011 "Choque" 36
"2359" "Comunal" "SAN VICENTE" 2010 "Choque" 38
"2360" "Comunal" "SAN VICENTE" 2011 "Choque" 37
"2361" "Comunal" "PICHILEMU" 2010 "Choque" 43
"2362" "Comunal" "PICHILEMU" 2011 "Choque" 35
"2363" "Comunal" "LA ESTRELLA" 2010 "Choque" 0
"2364" "Comunal" "LA ESTRELLA" 2011 "Choque" 1
"2365" "Comunal" "LITUECHE" 2010 "Choque" 5
"2366" "Comunal" "LITUECHE" 2011 "Choque" 9
"2367" "Comunal" "MARCHIHUE" 2010 "Choque" 1
"2368" "Comunal" "MARCHIHUE" 2011 "Choque" 11
"2369" "Comunal" "NAVIDAD" 2010 "Choque" 5
"2370" "Comunal" "NAVIDAD" 2011 "Choque" 1
"2371" "Comunal" "PAREDONES" 2010 "Choque" 5
"2372" "Comunal" "PAREDONES" 2011 "Choque" 6
"2373" "Comunal" "SAN FERNANDO" 2010 "Choque" 16
"2374" "Comunal" "SAN FERNANDO" 2011 "Choque" 17
"2375" "Comunal" "CHEPICA" 2010 "Choque" 5
"2376" "Comunal" "CHEPICA" 2011 "Choque" 3
"2377" "Comunal" "CHIMBARONGO" 2010 "Choque" 13
"2378" "Comunal" "CHIMBARONGO" 2011 "Choque" 3
"2379" "Comunal" "LOLOL" 2010 "Choque" 9
"2380" "Comunal" "LOLOL" 2011 "Choque" 3
"2381" "Comunal" "NANCAGUA" 2010 "Choque" 2
"2382" "Comunal" "NANCAGUA" 2011 "Choque" 3
"2383" "Comunal" "PALMILLA" 2010 "Choque" 1
"2384" "Comunal" "PALMILLA" 2011 "Choque" 7
"2385" "Comunal" "PERALILLO" 2010 "Choque" 4
"2386" "Comunal" "PERALILLO" 2011 "Choque" 2
"2387" "Comunal" "PLACILLA" 2010 "Choque" 4
"2388" "Comunal" "PLACILLA" 2011 "Choque" 1
"2389" "Comunal" "PUMANQUE" 2010 "Choque" 2
"2390" "Comunal" "PUMANQUE" 2011 "Choque" 1
"2391" "Comunal" "SANTA CRUZ" 2010 "Choque" 21
"2392" "Comunal" "SANTA CRUZ" 2011 "Choque" 18
"2393" "Regional" "VII Región del Maule" 2010 "Choque" 1308
"2394" "Regional" "VII Región del Maule" 2011 "Choque" 1251
"2395" "Comunal" "TALCA" 2010 "Choque" 341
"2396" "Comunal" "TALCA" 2011 "Choque" 158
"2397" "Comunal" "CONSTITUCION" 2010 "Choque" 27
"2398" "Comunal" "CONSTITUCION" 2011 "Choque" 17
"2399" "Comunal" "CUREPTO" 2010 "Choque" 9
"2400" "Comunal" "CUREPTO" 2011 "Choque" 0
"2401" "Comunal" "EMPEDRADO" 2010 "Choque" 1
"2402" "Comunal" "EMPEDRADO" 2011 "Choque" 0
"2403" "Comunal" "MAULE" 2010 "Choque" 12
"2404" "Comunal" "MAULE" 2011 "Choque" 14
"2405" "Comunal" "PELARCO" 2010 "Choque" 4
"2406" "Comunal" "PELARCO" 2011 "Choque" 0
"2407" "Comunal" "PENCAHUE" 2010 "Choque" 9
"2408" "Comunal" "PENCAHUE" 2011 "Choque" 5
"2409" "Comunal" "RIO CLARO" 2010 "Choque" 19
"2410" "Comunal" "RIO CLARO" 2011 "Choque" 1
"2411" "Comunal" "SAN CLEMENTE" 2010 "Choque" 47
"2412" "Comunal" "SAN CLEMENTE" 2011 "Choque" 59
"2413" "Comunal" "SAN RAFAEL" 2010 "Choque" 7
"2414" "Comunal" "SAN RAFAEL" 2011 "Choque" 6
"2415" "Comunal" "CAUQUENES" 2010 "Choque" 95
"2416" "Comunal" "CAUQUENES" 2011 "Choque" 84
"2417" "Comunal" "CHANCO" 2010 "Choque" 2
"2418" "Comunal" "CHANCO" 2011 "Choque" 6
"2419" "Comunal" "PELLUHUE" 2010 "Choque" 4
"2420" "Comunal" "PELLUHUE" 2011 "Choque" 10
"2421" "Comunal" "CURICO" 2010 "Choque" 207
"2422" "Comunal" "CURICO" 2011 "Choque" 256
"2423" "Comunal" "HUALANE" 2010 "Choque" 9
"2424" "Comunal" "HUALANE" 2011 "Choque" 10
"2425" "Comunal" "LICANTEN" 2010 "Choque" 5
"2426" "Comunal" "LICANTEN" 2011 "Choque" 23
"2427" "Comunal" "MOLINA" 2010 "Choque" 33
"2428" "Comunal" "MOLINA" 2011 "Choque" 32
"2429" "Comunal" "RAUCO" 2010 "Choque" 14
"2430" "Comunal" "RAUCO" 2011 "Choque" 14
"2431" "Comunal" "ROMERAL" 2010 "Choque" 9
"2432" "Comunal" "ROMERAL" 2011 "Choque" 11
"2433" "Comunal" "SAGRADA FAMILIA" 2010 "Choque" 4
"2434" "Comunal" "SAGRADA FAMILIA" 2011 "Choque" 2
"2435" "Comunal" "TENO" 2010 "Choque" 10
"2436" "Comunal" "TENO" 2011 "Choque" 13
"2437" "Comunal" "VICHUQUEN" 2010 "Choque" 10
"2438" "Comunal" "VICHUQUEN" 2011 "Choque" 7
"2439" "Comunal" "LINARES" 2010 "Choque" 242
"2440" "Comunal" "LINARES" 2011 "Choque" 262
"2441" "Comunal" "COLBUN" 2010 "Choque" 27
"2442" "Comunal" "COLBUN" 2011 "Choque" 29
"2443" "Comunal" "LONGAVI" 2010 "Choque" 40
"2444" "Comunal" "LONGAVI" 2011 "Choque" 50
"2445" "Comunal" "PARRAL" 2010 "Choque" 40
"2446" "Comunal" "PARRAL" 2011 "Choque" 60
"2447" "Comunal" "RETIRO" 2010 "Choque" 10
"2448" "Comunal" "RETIRO" 2011 "Choque" 15
"2449" "Comunal" "SAN JAVIER" 2010 "Choque" 46
"2450" "Comunal" "SAN JAVIER" 2011 "Choque" 66
"2451" "Comunal" "VILLA ALEGRE" 2010 "Choque" 15
"2452" "Comunal" "VILLA ALEGRE" 2011 "Choque" 14
"2453" "Comunal" "YERBAS BUENAS" 2010 "Choque" 10
"2454" "Comunal" "YERBAS BUENAS" 2011 "Choque" 27
"2455" "Regional" "VIII Región del Bio-Bio" 2010 "Choque" 1435
"2456" "Regional" "VII Región del Bio-Bio" 2011 "Choque" 1622
"2457" "Comunal" "CONCEPCION" 2010 "Choque" 313
"2458" "Comunal" "CONCEPCION" 2011 "Choque" 349
"2459" "Comunal" "CORONEL" 2010 "Choque" 35
"2460" "Comunal" "CORONEL" 2011 "Choque" 34
"2461" "Comunal" "CHIGUAYANTE" 2010 "Choque" 0
"2462" "Comunal" "CHIGUAYANTE" 2011 "Choque" 16
"2463" "Comunal" "FLORIDA" 2010 "Choque" 9
"2464" "Comunal" "FLORIDA" 2011 "Choque" 7
"2465" "Comunal" "HUALQUI" 2010 "Choque" 0
"2466" "Comunal" "HUALQUI" 2011 "Choque" 0
"2467" "Comunal" "LOTA" 2010 "Choque" 16
"2468" "Comunal" "LOTA" 2011 "Choque" 19
"2469" "Comunal" "PENCO" 2010 "Choque" 24
"2470" "Comunal" "PENCO" 2011 "Choque" 34
"2471" "Comunal" "SAN PEDRO DE LA PAZ" 2010 "Choque" 147
"2472" "Comunal" "SAN PEDRO DE LA PAZ" 2011 "Choque" 91
"2473" "Comunal" "SANTA JUANA" 2010 "Choque" 1
"2474" "Comunal" "SANTA JUANA" 2011 "Choque" 1
"2475" "Comunal" "TALCAHUANO" 2010 "Choque" 145
"2476" "Comunal" "TALCAHUANO" 2011 "Choque" 136
"2477" "Comunal" "TOME" 2010 "Choque" 35
"2478" "Comunal" "TOME" 2011 "Choque" 41
"2479" "Comunal" "HUALPEN" 2010 "Choque" 94
"2480" "Comunal" "HUALPEN" 2011 "Choque" 77
"2481" "Comunal" "LEBU" 2010 "Choque" 3
"2482" "Comunal" "LEBU" 2011 "Choque" 8
"2483" "Comunal" "ARAUCO" 2010 "Choque" 21
"2484" "Comunal" "ARAUCO" 2011 "Choque" 30
"2485" "Comunal" "CANETE" 2010 "Choque" 7
"2486" "Comunal" "CANETE" 2011 "Choque" 9
"2487" "Comunal" "CONTULMO" 2010 "Choque" 3
"2488" "Comunal" "CONTULMO" 2011 "Choque" 5
"2489" "Comunal" "CURANILAHUE" 2010 "Choque" 11
"2490" "Comunal" "CURANILAHUE" 2011 "Choque" 12
"2491" "Comunal" "LOS ALAMOS" 2010 "Choque" 6
"2492" "Comunal" "LOS ALAMOS" 2011 "Choque" 11
"2493" "Comunal" "TIRUA" 2010 "Choque" 0
"2494" "Comunal" "TIRUA" 2011 "Choque" 1
"2495" "Comunal" "LOS ANGELES" 2010 "Choque" 243
"2496" "Comunal" "LOS ANGELES" 2011 "Choque" 351
"2497" "Comunal" "ANTUCO" 2010 "Choque" 0
"2498" "Comunal" "ANTUCO" 2011 "Choque" 0
"2499" "Comunal" "CABRERO" 2010 "Choque" 7
"2500" "Comunal" "CABRERO" 2011 "Choque" 20
"2501" "Comunal" "LAJA" 2010 "Choque" 4
"2502" "Comunal" "LAJA" 2011 "Choque" 14
"2503" "Comunal" "MULCHEN" 2010 "Choque" 6
"2504" "Comunal" "MULCHEN" 2011 "Choque" 11
"2505" "Comunal" "NACIMIENTO" 2010 "Choque" 6
"2506" "Comunal" "NACIMIENTO" 2011 "Choque" 5
"2507" "Comunal" "NEGRETE" 2010 "Choque" 3
"2508" "Comunal" "NEGRETE" 2011 "Choque" 2
"2509" "Comunal" "QUILACO" 2010 "Choque" 2
"2510" "Comunal" "QUILACO" 2011 "Choque" 0
"2511" "Comunal" "QUILLECO" 2010 "Choque" 1
"2512" "Comunal" "QUILLECO" 2011 "Choque" 2
"2513" "Comunal" "SAN ROSENDO" 2010 "Choque" 0
"2514" "Comunal" "SAN ROSENDO" 2011 "Choque" 2
"2515" "Comunal" "SANTA BARBARA" 2010 "Choque" 2
"2516" "Comunal" "SANTA BARBARA" 2011 "Choque" 8
"2517" "Comunal" "TUCAPEL" 2010 "Choque" 2
"2518" "Comunal" "TUCAPEL" 2011 "Choque" 6
"2519" "Comunal" "YUMBEL" 2010 "Choque" 7
"2520" "Comunal" "YUMBEL" 2011 "Choque" 16
"2521" "Comunal" "ALTO BIO BIO" 2010 "Choque" 2
"2522" "Comunal" "ALTO BIO BIO" 2011 "Choque" 2
"2523" "Comunal" "CHILLAN" 2010 "Choque" 104
"2524" "Comunal" "CHILLAN" 2011 "Choque" 107
"2525" "Comunal" "BULNES" 2010 "Choque" 20
"2526" "Comunal" "BULNES" 2011 "Choque" 11
"2527" "Comunal" "COBQUECURA" 2010 "Choque" 4
"2528" "Comunal" "COBQUECURA" 2011 "Choque" 0
"2529" "Comunal" "COELEMU" 2010 "Choque" 3
"2530" "Comunal" "COELEMU" 2011 "Choque" 3
"2531" "Comunal" "COIHUECO" 2010 "Choque" 5
"2532" "Comunal" "COIHUECO" 2011 "Choque" 5
"2533" "Comunal" "CHILLAN VIEJO" 2010 "Choque" 8
"2534" "Comunal" "CHILLAN VIEJO" 2011 "Choque" 20
"2535" "Comunal" "EL CARMEN" 2010 "Choque" 19
"2536" "Comunal" "EL CARMEN" 2011 "Choque" 20
"2537" "Comunal" "NINHUE" 2010 "Choque" 1
"2538" "Comunal" "NINHUE" 2011 "Choque" 1
"2539" "Comunal" "NIQUEN" 2010 "Choque" 4
"2540" "Comunal" "NIQUEN" 2011 "Choque" 5
"2541" "Comunal" "PEMUCO" 2010 "Choque" 12
"2542" "Comunal" "PEMUCO" 2011 "Choque" 20
"2543" "Comunal" "PINTO" 2010 "Choque" 13
"2544" "Comunal" "PINTO" 2011 "Choque" 13
"2545" "Comunal" "PORTEZUELO" 2010 "Choque" 0
"2546" "Comunal" "PORTEZUELO" 2011 "Choque" 2
"2547" "Comunal" "QUILLON" 2010 "Choque" 6
"2548" "Comunal" "QUILLON" 2011 "Choque" 7
"2549" "Comunal" "QUIRIHUE" 2010 "Choque" 3
"2550" "Comunal" "QUIRIHUE" 2011 "Choque" 5
"2551" "Comunal" "RANQUIL" 2010 "Choque" 3
"2552" "Comunal" "RANQUIL" 2011 "Choque" 6
"2553" "Comunal" "SAN CARLOS" 2010 "Choque" 24
"2554" "Comunal" "SAN CARLOS" 2011 "Choque" 26
"2555" "Comunal" "SAN FABIAN" 2010 "Choque" 0
"2556" "Comunal" "SAN FABIAN" 2011 "Choque" 1
"2557" "Comunal" "SAN IGNACIO" 2010 "Choque" 9
"2558" "Comunal" "SAN IGNACIO" 2011 "Choque" 4
"2559" "Comunal" "SAN NICOLAS" 2010 "Choque" 6
"2560" "Comunal" "SAN NICOLAS" 2011 "Choque" 2
"2561" "Comunal" "TREGUACO" 2010 "Choque" 1
"2562" "Comunal" "TREGUACO" 2011 "Choque" 1
"2563" "Comunal" "YUNGAY" 2010 "Choque" 35
"2564" "Comunal" "YUNGAY" 2011 "Choque" 43
"2565" "Regional" "IX Región de la Araucanía" 2010 "Choque" 849
"2566" "Regional" "IX Región de la Araucanía" 2011 "Choque" 1092
"2567" "Comunal" "TEMUCO" 2010 "Choque" 451
"2568" "Comunal" "TEMUCO" 2011 "Choque" 497
"2569" "Comunal" "CARAHUE" 2010 "Choque" 2
"2570" "Comunal" "CARAHUE" 2011 "Choque" 1
"2571" "Comunal" "CUNCO" 2010 "Choque" 4
"2572" "Comunal" "CUNCO" 2011 "Choque" 6
"2573" "Comunal" "CURARREHUE" 2010 "Choque" 3
"2574" "Comunal" "CURARREHUE" 2011 "Choque" 2
"2575" "Comunal" "FREIRE" 2010 "Choque" 10
"2576" "Comunal" "FREIRE" 2011 "Choque" 9
"2577" "Comunal" "GALVARINO" 2010 "Choque" 4
"2578" "Comunal" "GALVARINO" 2011 "Choque" 13
"2579" "Comunal" "GORBEA" 2010 "Choque" 11
"2580" "Comunal" "GORBEA" 2011 "Choque" 14
"2581" "Comunal" "LAUTARO" 2010 "Choque" 44
"2582" "Comunal" "LAUTARO" 2011 "Choque" 83
"2583" "Comunal" "LONCOCHE" 2010 "Choque" 22
"2584" "Comunal" "LONCOCHE" 2011 "Choque" 35
"2585" "Comunal" "MELIPEUCO" 2010 "Choque" 2
"2586" "Comunal" "MELIPEUCO" 2011 "Choque" 0
"2587" "Comunal" "NUEVA IMPERIAL" 2010 "Choque" 7
"2588" "Comunal" "NUEVA IMPERIAL" 2011 "Choque" 8
"2589" "Comunal" "PADRE LAS CASAS" 2010 "Choque" 19
"2590" "Comunal" "PADRE LAS CASAS" 2011 "Choque" 23
"2591" "Comunal" "PERQUENCO" 2010 "Choque" 8
"2592" "Comunal" "PERQUENCO" 2011 "Choque" 19
"2593" "Comunal" "PITRUFQUEN" 2010 "Choque" 7
"2594" "Comunal" "PITRUFQUEN" 2011 "Choque" 8
"2595" "Comunal" "PUCON" 2010 "Choque" 41
"2596" "Comunal" "PUCON" 2011 "Choque" 56
"2597" "Comunal" "SAAVEDRA" 2010 "Choque" 1
"2598" "Comunal" "SAAVEDRA" 2011 "Choque" 2
"2599" "Comunal" "TEODORO SCHMIDT" 2010 "Choque" 3
"2600" "Comunal" "TEODORO SCHMIDT" 2011 "Choque" 0
"2601" "Comunal" "TOLTEN" 2010 "Choque" 1
"2602" "Comunal" "TOLTEN" 2011 "Choque" 0
"2603" "Comunal" "VILCUN" 2010 "Choque" 5
"2604" "Comunal" "VILCUN" 2011 "Choque" 7
"2605" "Comunal" "VILLARRICA" 2010 "Choque" 55
"2606" "Comunal" "VILLARRICA" 2011 "Choque" 73
"2607" "Comunal" "CHOL CHOL" 2010 "Choque" 1
"2608" "Comunal" "CHOL CHOL" 2011 "Choque" 1
"2609" "Comunal" "ANGOL" 2010 "Choque" 69
"2610" "Comunal" "ANGOL" 2011 "Choque" 105
"2611" "Comunal" "COLLIPULLI" 2010 "Choque" 12
"2612" "Comunal" "COLLIPULLI" 2011 "Choque" 25
"2613" "Comunal" "CURACAUTIN" 2010 "Choque" 3
"2614" "Comunal" "CURACAUTIN" 2011 "Choque" 6
"2615" "Comunal" "ERCILLA" 2010 "Choque" 2
"2616" "Comunal" "ERCILLA" 2011 "Choque" 7
"2617" "Comunal" "LONQUIMAY" 2010 "Choque" 5
"2618" "Comunal" "LONQUIMAY" 2011 "Choque" 6
"2619" "Comunal" "LOS SAUCES" 2010 "Choque" 3
"2620" "Comunal" "LOS SAUCES" 2011 "Choque" 7
"2621" "Comunal" "LUMACO" 2010 "Choque" 1
"2622" "Comunal" "LUMACO" 2011 "Choque" 1
"2623" "Comunal" "PUREN" 2010 "Choque" 5
"2624" "Comunal" "PUREN" 2011 "Choque" 15
"2625" "Comunal" "RENAICO" 2010 "Choque" 4
"2626" "Comunal" "RENAICO" 2011 "Choque" 6
"2627" "Comunal" "TRAIGUEN" 2010 "Choque" 1
"2628" "Comunal" "TRAIGUEN" 2011 "Choque" 2
"2629" "Comunal" "VICTORIA" 2010 "Choque" 43
"2630" "Comunal" "VICTORIA" 2011 "Choque" 55
"2631" "Regional" "XIV Región de Los Ríos" 2010 "Choque" 176
"2632" "Regional" "XIV Región de Los Ríos" 2011 "Choque" 235
"2633" "Comunal" "VALDIVIA" 2010 "Choque" 87
"2634" "Comunal" "VALDIVIA" 2011 "Choque" 135
"2635" "Comunal" "CORRAL" 2010 "Choque" 1
"2636" "Comunal" "CORRAL" 2011 "Choque" 1
"2637" "Comunal" "LANCO" 2010 "Choque" 3
"2638" "Comunal" "LANCO" 2011 "Choque" 6
"2639" "Comunal" "LOS LAGOS" 2010 "Choque" 11
"2640" "Comunal" "LOS LAGOS" 2011 "Choque" 14
"2641" "Comunal" "MAFIL" 2010 "Choque" 3
"2642" "Comunal" "MAFIL" 2011 "Choque" 5
"2643" "Comunal" "MARIQUINA" 2010 "Choque" 8
"2644" "Comunal" "MARIQUINA" 2011 "Choque" 4
"2645" "Comunal" "PAILLACO" 2010 "Choque" 22
"2646" "Comunal" "PAILLACO" 2011 "Choque" 22
"2647" "Comunal" "PANGUIPULLI" 2010 "Choque" 6
"2648" "Comunal" "PANGUIPULLI" 2011 "Choque" 6
"2649" "Comunal" "LA UNION" 2010 "Choque" 20
"2650" "Comunal" "LA UNION" 2011 "Choque" 25
"2651" "Comunal" "FUTRONO" 2010 "Choque" 6
"2652" "Comunal" "FUTRONO" 2011 "Choque" 6
"2653" "Comunal" "LAGO RANCO" 2010 "Choque" 3
"2654" "Comunal" "LAGO RANCO" 2011 "Choque" 5
"2655" "Comunal" "RIO BUENO" 2010 "Choque" 6
"2656" "Comunal" "RIO BUENO" 2011 "Choque" 6
"2657" "Regional" "X Región de Los Lagos" 2010 "Choque" 638
"2658" "Regional" "X Región de Los Lagos" 2011 "Choque" 740
"2659" "Comunal" "PUERTO MONTT" 2010 "Choque" 277
